occupation,daily_income,work_days_per_month,monthly_transactions,savings_ratio,income_min,income_max,digital_payment_ratio,loan_history,financial_stability,income_consistency,monthly_income
4,0.021110338110477245,0.75,0.023255813953488372,0.093,0.0,0.037176751439944616,0.06021505376344086,0,0,0.41651543164850025,0.06841362837831991
3,0.9773090301934046,0.6500000000000001,0.6744186046511628,0.17825000000000002,0.7497576757008524,1.0,0.7365591397849464,1,2,0.432366889606532,0.7440895519804765
1,0.6629748156393488,0.6000000000000001,0.3837209302325581,0.7000000000000001,0.49635569430632315,0.7747887236713942,0.695698924731183,0,2,0.21826503295577404,0.495170181648248
0,0.4143369973563378,0.6500000000000001,0.1744186046511628,0.59775,0.34541597955664094,0.5164939108501163,0.5978494623655914,0,1,0.32361405279367816,0.3414178775107527
1,0.6890775010435508,0.3500000000000001,0.3837209302325581,0.702,0.5988242550888103,0.7747887236713942,0.5784946236559141,0,1,0.49854633130495696,0.3885273424316116
2,0.1698177264505357,0.6000000000000001,0.06976744186046513,0.1755,0.1369541409131535,0.20824723693915353,0.07419354838709677,0,0,0.4535708341571907,0.15777071992938305
2,0.11985529428134128,0.8500000000000001,0.09302325581395349,0.0,0.06878233613212653,0.16813710862502884,0.15698924731182798,1,0,0.14671627888407213,0.1595804522600019
4,0.08711284263253094,0.8500000000000001,0.19767441860465115,0.4745,0.05370787648384295,0.11537010658123656,0.1763440860215054,0,1,0.3492193749506043,0.13208813271831973
3,0.6912536524279949,0.8,0.40697674418604646,0.59675,0.5344918742683065,0.9076239647319142,0.6333333333333334,1,2,0.09045410730743875,0.6143892413005287
0,0.2840628913315709,0.9000000000000001,0.5581395348837209,0.39974999999999994,0.25176550560807665,0.3509073199295089,0.6344086021505377,0,1,0.4672552530706662,0.3097629659117461
3,0.9712146931960484,0.8500000000000001,0.5232558139534883,0.538,0.915583025969612,1.0,0.4193548387096775,1,2,0.7952313164521578,0.874427492146461
3,0.7755948239877556,0.8,0.5465116279069767,0.44525000000000003,0.7222522942131699,0.9103096092021328,0.43763440860215064,1,2,0.5327956207091511,0.6825837494483051
2,0.13633504939474048,0.3500000000000001,0.05813953488372093,0.11825000000000001,0.10849834464180064,0.16595255924464142,0.08602150537634409,0,0,0.49405139888215244,0.0963085337464194
3,0.9894476137470432,0.8,0.7209302325581395,0.7445,0.9346227923312229,1.0,0.5741935483870969,1,2,0.8368947526932582,0.8554955734597977
4,0.2633978015861973,1.0,0.23255813953488372,0.26349999999999996,0.250374501189592,0.29611904668066735,0.04193548387096774,0,1,0.7123287629018373,0.31509350687563287
4,0.17903436760818145,0.6000000000000001,0.26744186046511625,0.009,0.15564143556691296,0.21017279335176314,0.20752688172043013,1,0,0.5794268510988101,0.16407639784341388
4,0.11256991790733267,0.6000000000000001,0.11627906976744187,0.07825,0.09018869824645326,0.13424281153757373,0.15053763440860218,0,0,0.5616616476865597,0.11860393066385122
1,0.7644636148601641,0.7000000000000002,0.26744186046511625,0.503,0.5766311257694585,0.7747887236713942,0.3376344086021506,1,2,0.43784167172392374,0.6190942684309364
1,0.32999582579657716,0.6500000000000001,0.37209302325581395,0.30325,0.27306486738251995,0.41057141731086483,0.670967741935484,1,1,0.348139053787647,0.28109196645695056
1,0.20395157924029497,0.75,0.3255813953488372,0.35624999999999996,0.1888241292060575,0.2698931935522012,0.4784946236559141,0,1,0.47474573546837173,0.2105648490303151
3,0.8323751217475998,0.7000000000000002,0.686046511627907,0.8899999999999999,0.7699933282141014,0.9824841929835426,0.6193548387096776,0,2,0.5076228201807256,0.6697806201483302
1,0.3045109224989564,0.5,0.40697674418604646,0.41000000000000003,0.23531892395422904,0.3927628356351803,0.38494623655913984,0,1,0.23174853821942887,0.22404091628949482
1,0.5145679699457353,0.25,0.3023255813953488,0.5397500000000001,0.4725512657510795,0.6055480797923554,0.6075268817204302,0,1,0.5318118252877697,0.25732261386549893
2,0.1440489773201614,0.5,0.09302325581395349,0.0,0.1313838291015748,0.1610936259578517,0.06021505376344086,1,0,0.7239014916539939,0.12423909374918868
4,0.19609851120077917,0.6500000000000001,0.09302325581395349,0.2505,0.1648497589345284,0.23646620986312789,0.06666666666666668,0,0,0.4923766362921522,0.1853205022803389
0,0.761931264783637,0.8500000000000001,0.4883720930232558,0.30575,0.6115321189843779,0.887394361835697,0.9193548387096776,0,2,0.30919003072503126,0.6987018943688178
4,0.2515319326561848,0.55,0.19767441860465115,0.11599999999999999,0.20608265461549113,0.31172618813023967,0.17311827956989248,1,0,0.38473993923005056,0.20238314885809977
3,0.6726088771392792,0.8,0.6976744186046512,0.67925,0.6486423545110085,0.7677846529775745,0.335483870967742,1,2,0.6514141215258487,0.5993139079037325
0,0.31950466119382215,0.3500000000000001,0.686046511627907,0.5017499999999999,0.25176550560807665,0.43019858004290273,0.9365591397849464,0,1,0.18915128441607276,0.19314496378285292
4,0.24360094615277586,0.5,0.15116279069767444,0.1495,0.2296164352522061,0.2746338909189183,0.11612903225806454,0,0,0.7024294508496685,0.18615700154907272
4,0.36707388340058433,0.8,0.24418604651162792,0.2405,0.2952454084265915,0.3806689900963341,0.12150537634408604,0,1,0.5640983346607029,0.3522719444756952
0,0.4500347850285237,0.6500000000000001,0.3372093023255814,0.28125,0.31903724870655475,0.6123156786460298,0.9666666666666669,1,1,0.0010357697089364848,0.3669510960338547
0,0.6876193126478363,0.8,0.5697674418604651,0.29625,0.5564710029078916,0.8806098721362978,0.831182795698925,0,2,0.18649741136188935,0.6114506763130338
0,0.8312953944622234,0.8,0.43023255813953487,0.38275000000000003,0.7401717040748248,0.887394361835697,0.9161290322580646,0,2,0.6219603924864836,0.7276207454587938
0,0.529099763461806,0.55,0.16279069767441862,0.485,0.5182592932942258,0.5940679349815046,0.6666666666666669,0,1,0.7203441756530575,0.383652696165396
4,0.02542924725198273,0.8,0.1744186046511628,0.0,0.0,0.0534144844632371,0.14731182795698927,0,0,0.24458887694968445,0.07603333535260876
1,0.5720940587171282,0.45000000000000007,0.22093023255813954,0.43624999999999997,0.45938392980777704,0.7337158171509648,0.3225806451612904,0,1,0.1936132430605968,0.3692061651363444
4,0.33852233198831216,0.5,0.09302325581395349,0.0,0.2415752967685897,0.3806689900963341,0.05698924731182796,0,0,0.30311459116932205,0.24519484565524044
3,0.872180325587867,0.9000000000000001,0.5232558139534883,0.482,0.8209947255126575,1.0,0.5430107526881721,1,2,0.5882501198137284,0.8218673682206435
0,0.2903575900932238,0.8,0.5116279069767442,0.569,0.25176550560807665,0.39535839559486746,0.5397849462365593,0,1,0.3009313361138577,0.29024257267228026
1,0.4348406845693613,0.45000000000000007,0.3372093023255814,0.45925,0.3879895265549667,0.5198889708407699,0.4010752688172044,1,1,0.47651904349444774,0.28810762161086256
4,0.07147349380826493,0.9500000000000002,0.25581395348837205,0.237,0.058113772831984295,0.07979798548513325,0.037634408602150546,1,1,0.718697241511639,0.13034417107301413
1,0.5173229442048142,0.4,0.20930232558139536,0.1035,0.3976824985208777,0.6780998924616155,0.3150537634408603,0,0,0.12055604481008442,0.31728470918106844
1,0.5496925003478502,0.6500000000000001,0.40697674418604646,0.5785,0.46034063872908776,0.6875475055036007,0.4118279569892474,1,1,0.29169275864370703,0.4382323262918315
0,0.3065423681647419,0.8500000000000001,0.5,0.46875,0.2874469718903814,0.3502542072281559,0.6053763440860216,1,1,0.6545195419431329,0.3163329381322856
0,0.7651982746625852,0.8,0.5930232558139534,0.54525,0.6517705409181889,0.887394361835697,0.8559139784946237,0,2,0.4070245019424188,0.6741775635422707
3,0.31864755809099765,0.75,0.6744186046511628,0.271,0.31470688201009583,0.41780632956292124,0.7623655913978495,1,1,0.5124369570406133,0.29973605185499297
2,0.1610407680534298,0.75,0.05813953488372093,0.18025,0.1413600372612948,0.18653686990107599,0.04516129032258065,0,1,0.6228519573619302,0.17720353430893185
4,0.35610407680534295,0.75,0.16279069767441862,0.31025,0.327773511751155,0.3806689900963341,0.07956989247311828,0,1,0.7222740103219503,0.328856888181181
0,0.377848893836093,0.75,0.5465116279069767,0.7435,0.3549515980815469,0.43413977737865334,0.881720430107527,1,1,0.6312551718171069,0.34576255051794413
0,0.5215082788367885,0.6000000000000001,0.2906976744186046,0.17275,0.4604539332066114,0.6304114046990332,0.9591397849462368,1,1,0.4261602901670505,0.3983841181103044
2,0.2489828857659663,0.6000000000000001,0.12790697674418605,0.1515,0.23270056269590506,0.26806335193203124,0.03225806451612903,0,0,0.758158236608055,0.2119325331233287
0,0.5247864199248643,0.55,0.5697674418604651,0.34700000000000003,0.3857299311421342,0.7038922138831492,0.5612903225806453,1,1,0.035212845501949586,0.3808358069457305
2,0.02881870043133436,0.25,0.08139534883720931,0.15949999999999998,0.003619129143116101,0.04223837487543006,0.024731182795698924,0,0,0.4123526872168424,0.030733083520116306
2,0.05456518714345343,0.3500000000000001,0.15116279069767444,0.17475000000000002,0.03959012575687004,0.06215268198478699,0.13118279569892474,0,0,0.6826682406467015,0.053079193097539654
2,0.17465980242103799,1.0,0.09302325581395349,0.07,0.14826470625259636,0.20792068058847707,0.17204301075268819,0,0,0.5389141250323226,0.23230552214135505
4,0.3239849728676777,0.8,0.13953488372093023,0.29275,0.2197786981205705,0.3806689900963341,0.06666666666666668,0,1,0.19712342150699635,0.3174321739807707
4,0.35430082092667314,0.55,0.12790697674418605,0.44325000000000003,0.3079910371480004,0.3806689900963341,0.17311827956989248,0,1,0.6260770001432936,0.26949780620148334
4,0.2966133296229303,0.75,0.22093023255813954,0.1875,0.20318105716335805,0.3806689900963341,0.11827956989247312,0,1,0.11641342601188986,0.2826053845421581
0,0.6451982746625852,0.7000000000000002,0.5465116279069767,0.281,0.5209846548924333,0.8265310144078915,0.5301075268817206,1,1,0.18952439126047516,0.5300795306050038
1,0.5503715041046333,0.5,0.3953488372093023,0.18775,0.5260199650045947,0.6301636722950719,0.6215053763440861,1,1,0.6404268193856695,0.37695775964276135
2,0.004402393209962427,0.9000000000000001,0.13953488372093023,0.06799999999999999,0.0,0.02439601150829626,0.19354838709677422,1,0,0.5779395488145236,0.0662480420240063
3,0.46983164046194514,0.9000000000000001,0.5697674418604651,0.43075,0.3787497324991503,0.598949389395927,0.3935483870967743,0,1,0.23135372567487478,0.47152146634012104
1,0.39827466258522326,0.55,0.22093023255813954,0.6935,0.38289756920404344,0.45046196463056914,0.3903225806451614,0,1,0.6908189388551051,0.2982155374590014
1,0.6691971615416724,0.6000000000000001,0.24418604651162792,0.374,0.6191291431161017,0.7747887236713942,0.7537634408602152,1,1,0.5540861020957715,0.4994272757955225
0,0.6955614303603728,0.8500000000000001,0.3953488372093023,0.261,0.5620539029947507,0.887394361835697,0.8247311827956991,1,2,0.18889020619196661,0.6429742196221647
1,0.3880005565604564,0.55,0.34883720930232553,0.3265,0.3222031999395763,0.48397340254826565,0.7290322580645162,0,1,0.32620084215596745,0.2915058890725468
4,0.3451064421872826,0.9500000000000002,0.2906976744186046,0.364,0.29652311836755246,0.3806689900963341,0.16666666666666669,1,1,0.5703115045831557,0.37712010938703455
1,0.22394323083344922,0.5,0.37209302325581395,0.495,0.21438462216291748,0.24848123145525902,0.4731182795698926,0,1,0.7548722208708825,0.17393057731084438
4,0.06300820926673159,0.5,0.27906976744186046,0.13599999999999998,0.013947809010687456,0.10217272578838024,0.07849462365591399,1,0,0.025941236871301454,0.07383451749413689
3,0.29242242938639207,0.9000000000000001,0.16279069767441862,0.5467500000000001,0.31470688201009583,0.3715085214316681,0.6333333333333334,1,1,0.6981786039207252,0.3170420499684128
0,0.7113454849032976,0.7000000000000002,0.4883720930232558,0.67075,0.6683681818754013,0.8285241342033995,0.6182795698924732,1,2,0.5664740381835112,0.5794490839701264
0,0.6417642966467233,0.5,0.3837209302325581,0.5175,0.4994964689887839,0.8387993986858922,0.7333333333333334,1,1,0.11337136340766474,0.433800939828477
3,0.42575761792124667,0.8500000000000001,0.27906976744186046,0.0,0.3448809778572238,0.5400791617636296,0.5516129032258066,0,1,0.2576437932511748,0.41643245956400954
0,0.7571615416724641,0.8,0.6395348837209303,0.20625000000000002,0.6697214214680447,0.887394361835697,0.7408602150537635,1,2,0.45066972514154124,0.6676794198333234
4,0.3561096424099067,0.6500000000000001,0.19767441860465115,0.27799999999999997,0.31469429373481544,0.3806689900963341,0.23548387096774195,0,1,0.6586731871748779,0.2997701487629054
3,0.37158202309725896,0.8,0.45348837209302323,0.8465,0.3248530318861013,0.4483843906064377,0.36559139784946243,1,1,0.44970063173650265,0.3559170250880549
2,0.11277027967162934,0.4,0.06976744186046513,0.2915,0.055476529160739696,0.16570482684067994,0.1,1,0,0.04793426990277472,0.09082862409457132
0,0.879888687908724,0.8,0.25581395348837205,0.534,0.7338335074711415,0.887394361835697,0.6344086021505377,0,2,0.6065498946738905,0.7669111143804143
3,0.8400278280228188,0.6500000000000001,0.686046511627907,0.6002500000000001,0.6977618046551441,1.0,0.28924731182795704,1,2,0.3185878328172005,0.6458977265843379
1,0.31866982050925285,0.8,0.26744186046511625,0.1935,0.2159078034718463,0.4387734993891144,0.42903225806451617,1,1,0.007325043789928376,0.3131345789378034
4,0.1598664254904689,0.8,0.18604651162790697,0.2305,0.1360477850929644,0.18891847914825094,0.14193548387096774,1,0,0.5653652985550044,0.18473323929279206
1,0.5831250869625713,0.55,0.313953488372093,0.46425,0.4515225518951648,0.7630664767384903,0.324731182795699,0,1,0.11645587945925429,0.4189346879786765
2,0.08566021984138025,0.8,0.12790697674418605,0.18275,0.058453656264555204,0.10818586686635404,0.07741935483870968,0,0,0.4553588696760176,0.12473341237354285
0,0.493786002504522,0.8500000000000001,0.441860465116279,0.34349999999999997,0.3846158687798185,0.6421618030414784,0.9053763440860216,0,1,0.15369523695158605,0.473552742031795
3,0.48718519549186035,0.8500000000000001,0.8953488372093023,0.78675,0.35461171464897595,0.6556463282116536,0.5946236559139786,1,2,0.030870484323518355,0.46801035022889936
4,0.3738472241547238,0.8,0.19767441860465115,0.32599999999999996,0.3633290952806556,0.3806689900963341,0.03655913978494624,0,1,0.895171531957087,0.3577485655932775
2,0.12758035341588977,0.6000000000000001,0.10465116279069767,0.07625,0.09057893478014578,0.16426910495408503,0.0978494623655914,0,0,0.3534326048772123,0.12887350393326005
1,0.4637651314874077,0.4,0.37209302325581395,0.426,0.440306398620325,0.5316112177736738,0.38602150537634417,0,1,0.6375943133516946,0.2873047000077886
1,0.4840128008904967,0.7000000000000002,0.20930232558139536,0.49775,0.4705371417062149,0.5455405352145981,0.7333333333333334,0,2,0.7045125080272701,0.4097773316140646
4,0.38108251008765825,1.0,0.1744186046511628,0.21725,0.3196666624705749,0.3806689900963341,0.20860215053763442,1,1,0.6828525184001843,0.4248872811610257
1,0.42255739529706404,0.4,0.313953488372093,0.30374999999999996,0.31471317614773603,0.560584648473349,0.770967741935484,1,1,0.09738020838062766,0.26423788218393296
3,0.7989147071100597,0.6500000000000001,0.7441860465116279,0.41700000000000004,0.7800261836125832,0.9058053836755606,0.5913978494623656,1,2,0.6795614186860564,0.616491133938539
1,0.6035786837345206,0.7000000000000002,0.24418604651162792,0.41875,0.4607182869874999,0.7747887236713942,0.5311827956989248,1,1,0.12078636518838648,0.49901638209306565
2,0.19458466675942668,0.5,0.05813953488372093,0.1895,0.13321542315487356,0.26169550309384,0.10322580645161292,0,0,0.1627707731416288,0.15567055809888103
0,0.7888075692222066,0.75,0.3255813953488372,0.0,0.6901836629363411,0.887394361835697,0.9258064516129034,0,1,0.5004209946437665,0.665265289520826
1,0.4137025184360651,1.0,0.3023255813953488,0.503,0.36919523156132383,0.49393900152580644,0.5623655913978496,1,1,0.4838708578146036,0.45532006957846183
3,0.3552636705162098,0.7000000000000002,0.5465116279069767,0.60275,0.32409144123163686,0.41604405132564987,0.3376344086021506,1,1,0.5615829363232512,0.3136842834024214
3,0.5001586197300681,0.8,0.2906976744186046,0.14,0.4919246214076209,0.5590701026400391,0.4881720430107528,0,1,0.7382204929515239,0.45987832423217057
1,0.3976791428968971,0.7000000000000002,0.3023255813953488,0.09575,0.36274374048011687,0.4672908772542241,0.7096774193548389,1,1,0.5454471743768894,0.3453414450511887
2,0.19707805760400723,0.8500000000000001,0.08139534883720931,0.20074999999999998,0.18683518171175367,0.21877586410751593,0.03978494623655915,0,1,0.7508554860893011,0.2244208285375542
1,0.19866982050925278,0.30000000000000004,0.36046511627906974,0.33175000000000004,0.1888241292060575,0.27274774647966626,0.4903225806451613,0,0,0.46072733634119545,0.11961368376416018
1,0.362098232920551,0.55,0.313953488372093,0.227,0.25920517629879536,0.48791459988401625,0.4064516129032259,0,1,0.061750121427564864,0.27459001497148494
4,0.3801252261026854,0.6500000000000001,0.19767441860465115,0.29975,0.33277105703747534,0.3806689900963341,0.11935483870967745,0,1,0.7465757685408032,0.3169475478784627
2,0.183052734103242,0.7000000000000002,0.046511627906976744,0.18375,0.10811440224574831,0.26081717911615837,0.09892473118279571,0,0,0.006635561982447413,0.18515313319429183
2,0.04178655906497841,0.6500000000000001,0.16279069767441862,0.059750000000000004,0.020380417678973806,0.05348767812804389,0.10430107526881721,1,0,0.5235863483518022,0.07494725364118629
4,0.0067176847085014535,0.8,0.18604651162790697,0.34575,0.0,0.008073824256380535,0.18279569892473121,0,1,0.828823281950833,0.060904000761555305
1,0.23302629748156392,0.6500000000000001,0.27906976744186046,0.459,0.1888241292060575,0.31853882923918003,0.5763440860215056,0,1,0.2604571347369613,0.21173349025988075
3,0.7302462780019479,0.9000000000000001,0.8953488372093023,0.7242500000000001,0.5508062790317099,0.9719161538418228,0.3204301075268818,0,2,0.03488954074631101,0.6982780196100491
1,0.26142201196604975,0.7000000000000002,0.26744186046511625,0.13875,0.22838907841236672,0.31178812123123006,0.43763440860215064,0,1,0.5100103042759994,0.24364473445085807
4,0.158419368303882,0.7000000000000002,0.16279069767441862,0.5845,0.08870328176336562,0.2283360827876652,0.21290322580645163,1,1,0.00826805941431119,0.16676780351873166
2,0.05470989286211214,0.8,0.03488372093023256,0.16825,0.03141404096224776,0.06975919284278567,0.022580645161290328,0,0,0.49562865450100935,0.09970835893486107
3,0.2938806177821066,0.7000000000000002,0.6976744186046512,0.74875,0.31470688201009583,0.39102870880745005,0.6677419354838711,0,1,0.6158103023248269,0.2678705009822333
1,0.5902713232224849,0.8,0.3953488372093023,0.292,0.5637659084328857,0.6771258536914944,0.41397849462365605,1,1,0.6320269263700309,0.5327394355836715
0,0.6920217058577988,0.75,0.5232558139534883,0.30625,0.6189025541610544,0.8336645815856001,0.7107526881720432,1,1,0.4284902488426947,0.5900184330999628
0,0.5539279254208987,0.55,0.25581395348837205,0.254,0.532949810546457,0.6311546019109178,0.8903225806451615,0,1,0.6601977277261379,0.39986707398336696
1,0.2605816056769167,0.4,0.3023255813953488,0.48775,0.22208864663452466,0.31572931856698067,0.403225806451613,1,1,0.4570831031239828,0.1735688385416216
0,0.2929845554473355,0.8500000000000001,0.3837209302325581,0.6819999999999999,0.25176550560807665,0.3756017363789405,0.795698924731183,0,1,0.37121646128363195,0.30494907098907
1,0.5058911924307777,0.75,0.2906976744186046,0.6115,0.4782537544531024,0.5828974556756057,0.7666666666666668,0,1,0.6160271968452082,0.44530994435453863
0,0.8366216780297759,0.9000000000000001,0.6395348837209303,0.5035,0.8189050718161104,0.887394361835697,0.8827956989247313,0,2,0.8133903002697307,0.7909046065441833
0,0.3337080840406289,0.6500000000000001,0.4767441860465116,0.22425,0.25176550560807665,0.4413465382211687,0.6795698924731184,1,1,0.15628345985119574,0.2837471982553461
2,0.11109503269792681,0.45000000000000007,0.1744186046511628,0.23725,0.07310011455330503,0.14655623807084023,0.1623655913978495,1,0,0.3148154103020291,0.09681687191159036
4,0.046634200640044504,0.7000000000000002,0.26744186046511625,0.32275,0.004708014954871026,0.07730940088170216,0.14516129032258066,0,0,0.09855972671211233,0.0833359583913875
3,0.3254542924725198,0.6500000000000001,0.8023255813953488,0.758,0.31470688201009583,0.40889922358412484,0.38494623655913984,1,1,0.5456736249052383,0.27784358692548006
1,0.6831779602059272,0.6000000000000001,0.45348837209302323,0.51325,0.6480255290222687,0.7747887236713942,0.4129032258064517,0,2,0.6331261168820796,0.5089924104090764
4,0.33775427855850837,0.8500000000000001,0.18604651162790697,0.263,0.2875728546431853,0.3806689900963341,0.07849462365591399,0,1,0.5267887083776033,0.34254013309909737
4,0.3704689021844998,0.55,0.1744186046511628,0.0825,0.329926106824104,0.3806689900963341,0.2849462365591398,0,0,0.7327415182701211,0.2800565974055196
2,0.1347321552803673,0.75,0.046511627906976744,0.0,0.0815090824406148,0.186852165687936,0.07311827956989247,0,0,0.14941863410276546,0.15674971658027054
0,0.5735856407402254,0.8,0.18604651162790697,0.24025000000000002,0.44617253490099323,0.7485516099791116,0.6505376344086022,0,1,0.12793961535836273,0.5192481372184193
